Order_Number,Sales_Date,Sales_Channel,Currency,Sales_Team_ID,Store_ID,Product_ID,Order_Qty,Unit_Price,Unit_Cost,Sales,Costs,Profits
SO16171,2/10/20,Wholesale,USD,25,219,41,5,168.15,120.11,840.75,600.54,240.21
SO16172,2/4/20,In-Store,USD,15,84,15,8,513.64,366.89,4109.14,2935.10,1174.04
SO16173,2/7/20,Distributor,USD,5,105,22,7,312.30,223.07,2186.08,1561.49,624.60
SO16174,3/3/20,Online,USD,25,68,23,1,383.62,274.02,383.62,274.02,109.61
SO16175,3/12/20,Wholesale,USD,25,171,7,2,358.72,256.23,717.43,512.45,204.98
SO16176,1/10/20,Online,USD,13,46,24,2,586.42,418.87,1172.84,837.74,335.10
SO16177,4/11/20,Wholesale,USD,18,121,1,2,289.80,207.00,579.59,414.00,165.60
SO16178,4/4/20,In-Store,USD,18,37,33,2,489.90,349.93,979.79,699.85,279.94
SO16179,4/5/20,Distributor,USD,5,304,13,2,549.82,392.73,1099.64,785.46,314.18
SO16180,3/6/20,Wholesale,USD,20,348,2,1,612.57,437.55,612.57,437.55,175.02
SO16181,2/9/20,Wholesale,USD,13,134,38,7,542.20,387.29,3795.40,2711.00,1084.40
SO16182,1/5/20,Online,USD,19,269,16,9,368.36,263.11,3315.20,2368.00,947.20
SO16183,1/22/20,Distributor,USD,24,356,24,7,635.69,454.06,4449.82,3178.45,1271.38
SO16184,5/27/20,Distributor,USD,4,245,3,9,314.48,224.63,2830.29,2021.63,808.65
SO16185,4/9/20,Online,USD,20,17,47,10,180.19,128.71,1801.89,1287.07,514.83
SO16186,1/4/20,Wholesale,USD,25,158,13,3,338.51,241.80,1015.54,725.39,290.15
SO16187,5/13/20,In-Store,USD,17,331,18,8,190.09,135.78,1520.71,1086.22,434.49
SO16188,5/13/20,In-Store,USD,4,16,29,9,375.91,268.50,3383.15,2416.53,966.61
SO16189,5/10/20,Distributor,USD,15,237,47,6,440.27,314.48,2641.63,1886.88,754.75
SO16190,5/15/20,Online,USD,6,253,27,2,354.41,253.15,708.82,506.30,202.52
SO16191,1/5/20,In-Store,USD,19,75,34,4,384.21,274.44,1536.84,1097.74,439.10
SO16192,2/28/20,Distributor,USD,11,56,8,10,195.34,139.53,1953.44,1395.32,558.13
SO16193,4/17/20,Distributor,USD,15,187,44,3,402.80,287.71,1208.39,863.13,345.25
SO16194,3/12/20,In-Store,USD,4,289,12,3,325.57,232.55,976.70,697.65,279.06
SO16195,1/27/20,Online,USD,14,38,25,5,518.81,370.58,2594.06,1852.90,741.16
SO16196,3/27/20,In-Store,USD,14,51,20,4,273.58,195.41,1094.32,781.66,312.66
SO16197,3/25/20,In-Store,USD,13,277,14,10,350.21,250.15,3502.15,2501.53,1000.61
SO16198,1/2/20,In-Store,USD,20,250,6,4,563.18,402.27,2252.72,1609.09,643.63
SO16199,4/2/20,Wholesale,USD,23,289,23,2,192.61,137.58,385.22,275.16,110.06
SO16200,2/21/20,Online,USD,3,90,13,8,217.52,155.37,1740.19,1242.99,497.20
SO16201,2/3/20,In-Store,USD,4,83,43,6,240.61,171.86,1443.64,1031.17,412.47
SO16202,2/19/20,Distributor,USD,23,54,43,10,347.58,248.27,3475.81,2482.72,993.09
SO16203,5/23/20,Wholesale,USD,11,364,17,2,593.92,424.23,1187.85,848.46,339.38
SO16204,4/18/20,Online,USD,25,24,6,2,376.29,268.78,752.58,537.56,215.02
SO16205,2/3/20,Online,USD,18,258,10,2,310.44,221.74,620.87,443.48,177.39
SO16206,2/1/20,In-Store,USD,11,61,34,4,628.94,449.24,2515.76,1796.97,718.79
SO16207,5/16/20,Wholesale,USD,14,308,46,1,406.55,290.40,406.55,290.40,116.16
SO16208,2/19/20,Wholesale,USD,15,24,16,9,596.53,426.09,5368.79,3834.85,1533.94
SO16209,2/1/20,Distributor,USD,1,126,29,3,299.57,213.98,898.72,641.94,256.78
SO16210,1/4/20,Wholesale,USD,26,210,29,9,340.22,243.01,3061.94,2187.10,874.84
SO16211,3/1/20,Wholesale,USD,14,327,11,2,357.94,255.67,715.87,511.34,204.54
SO16212,2/2/20,Distributor,USD,3,129,3,3,606.00,432.86,1818.01,1298.58,519.43
SO16213,4/8/20,Wholesale,USD,13,145,12,10,304.55,217.53,3045.48,2175.34,870.14
SO16214,4/8/20,Online,USD,20,342,24,8,350.36,250.26,2802.89,2002.06,800.83
SO16215,5/17/20,Wholesale,USD,19,185,19,6,377.53,269.66,2265.16,1617.97,647.19
SO16216,4/30/20,Online,USD,2,250,10,2,522.40,373.15,1044.81,746.29,298.52
SO16217,5/5/20,Online,USD,24,54,43,7,254.09,181.49,1778.61,1270.44,508.17
SO16218,3/28/20,Distributor,USD,19,256,15,4,528.78,377.70,2115.10,1510.79,604.31
SO16219,5/30/20,Distributor,USD,9,143,38,2,387.44,276.74,774.88,553.49,221.39
SO16220,1/28/20,Distributor,USD,23,269,37,1,485.45,346.75,485.45,346.75,138.70
SO16221,1/1/20,In-Store,USD,18,48,13,10,511.86,365.61,5118.61,3656.15,1462.46
SO16222,2/19/20,Online,USD,26,216,18,7,442.01,315.72,3094.04,2210.03,884.01
SO16223,1/26/20,Distributor,USD,2,163,23,4,216.35,154.53,865.38,618.13,247.25
SO16224,4/7/20,Online,USD,7,227,13,8,414.19,295.85,3313.51,2366.79,946.72
SO16225,5/14/20,In-Store,USD,7,209,14,9,600.51,428.93,5404.55,3860.39,1544.16
SO16226,1/12/20,In-Store,USD,14,88,3,8,175.70,125.50,1405.63,1004.02,401.61
SO16227,5/25/20,Online,USD,6,308,23,8,640.60,457.57,5124.83,3660.59,1464.24
SO16228,3/5/20,In-Store,USD,25,238,26,7,390.61,279.01,2734.29,1953.06,781.23
SO16229,2/22/20,Distributor,USD,22,34,1,5,555.89,397.07,2779.46,1985.33,794.13
SO16230,3/24/20,Wholesale,USD,22,30,29,7,279.82,199.87,1958.77,1399.12,559.65
SO16231,2/5/20,Online,USD,4,122,46,3,542.66,387.61,1627.97,1162.84,465.13
SO16232,4/19/20,Online,USD,22,129,37,7,166.45,118.89,1165.15,832.25,332.90
SO16233,2/20/20,Wholesale,USD,12,248,18,10,402.63,287.59,4026.33,2875.95,1150.38
SO16234,1/28/20,In-Store,USD,9,181,20,9,336.08,240.06,3024.76,2160.54,864.22
SO16235,4/29/20,Distributor,USD,18,316,46,7,206.67,147.62,1446.71,1033.37,413.35
SO16236,5/27/20,In-Store,USD,4,271,38,4,298.26,213.05,1193.06,852.18,340.87
SO16237,1/20/20,Online,USD,1,314,29,2,255.86,182.76,511.72,365.51,146.21
SO16238,3/12/20,Online,USD,18,67,14,3,155.66,111.19,466.98,333.56,133.42
SO16239,1/25/20,Online,USD,3,131,5,5,230.43,164.60,1152.17,822.98,329.19
SO16240,2/21/20,Online,USD,25,299,23,5,401.77,286.98,2008.85,1434.89,573.96
SO16241,4/23/20,Wholesale,USD,20,65,22,10,548.23,391.59,5482.26,3915.90,1566.36
SO16242,4/8/20,In-Store,USD,8,304,5,9,601.14,429.39,5410.30,3864.50,1545.80
SO16243,4/22/20,In-Store,USD,2,308,33,4,562.47,401.77,2249.89,1607.07,642.83
SO16244,3/20/20,Wholesale,USD,26,128,33,1,537.43,383.88,537.43,383.88,153.55
SO16245,4/15/20,Wholesale,USD,2,327,4,6,378.19,270.13,2269.12,1620.80,648.32
SO16246,3/26/20,Online,USD,9,361,38,1,525.75,375.53,525.75,375.53,150.21
SO16247,1/7/20,Online,USD,2,266,7,5,165.48,118.20,827.38,590.99,236.39
SO16248,4/23/20,Wholesale,USD,17,326,5,8,216.24,154.46,1729.96,1235.68,494.27
SO16249,5/10/20,Wholesale,USD,10,338,44,8,492.50,351.78,3939.98,2814.27,1125.71
SO16250,5/2/20,In-Store,USD,25,72,18,3,350.75,250.53,1052.24,751.60,300.64
SO16251,2/22/20,Wholesale,USD,25,156,19,6,311.91,222.79,1871.45,1336.75,534.70
SO16252,1/4/20,Distributor,USD,5,9,28,10,536.89,383.49,5368.88,3834.92,1533.97
SO16253,4/27/20,Online,USD,9,21,42,7,382.00,272.86,2673.99,1909.99,764.00
SO16254,1/19/20,In-Store,USD,11,152,19,7,257.20,183.72,1800.43,1286.02,514.41
SO16255,3/12/20,In-Store,USD,20,58,42,1,489.91,349.94,489.91,349.94,139.98
SO16256,4/11/20,In-Store,USD,11,333,35,5,435.98,311.42,2179.92,1557.09,622.84
SO16257,1/4/20,Online,USD,7,148,40,10,512.61,366.15,5126.12,3661.52,1464.61
SO16258,1/7/20,Wholesale,USD,2,228,27,7,506.90,362.07,3548.31,2534.51,1013.80
SO16259,5/15/20,Wholesale,USD,19,13,26,9,446.46,318.90,4018.11,2870.08,1148.03
SO16260,1/13/20,Distributor,USD,6,6,27,9,578.71,413.36,5208.39,3720.28,1488.11
SO16261,5/30/20,Online,USD,26,36,14,5,172.62,123.30,863.12,616.51,246.61
SO16262,4/28/20,In-Store,USD,23,268,31,9,385.55,275.39,3469.96,2478.54,991.42
SO16263,1/9/20,In-Store,USD,20,144,7,2,351.71,251.22,703.41,502.44,200.97
SO16264,4/24/20,Distributor,USD,20,61,25,4,360.62,257.58,1442.47,1030.34,412.14
SO16265,4/25/20,Distributor,USD,14,92,19,4,455.19,325.13,1820.75,1300.53,520.21
SO16266,2/23/20,Online,USD,24,262,28,3,277.25,198.04,831.76,594.11,237.64
SO16267,5/22/20,Distributor,USD,25,130,41,2,587.68,419.77,1175.36,839.54,335.82
SO16268,3/21/20,Online,USD,18,286,41,10,545.71,389.80,5457.14,3897.96,1559.18
SO16269,2/25/20,Distributor,USD,15,57,2,2,352.09,251.50,704.19,502.99,201.20
SO16270,5/30/20,Online,USD,12,4,44,6,357.19,255.14,2143.14,1530.81,612.32
SO16271,5/19/20,Online,USD,8,249,9,10,159.14,113.67,1591.36,1136.69,454.68
SO16272,1/20/20,Online,USD,16,148,2,1,518.79,370.56,518.79,370.56,148.23
SO16273,2/1/20,Distributor,USD,21,271,20,3,487.79,348.42,1463.38,1045.27,418.11
SO16274,4/29/20,In-Store,USD,23,57,22,6,411.59,293.99,2469.53,1763.95,705.58
SO16275,5/3/20,Distributor,USD,1,304,42,9,239.71,171.22,2157.42,1541.02,616.41
SO16276,5/17/20,Online,USD,25,173,23,1,171.99,122.85,171.99,122.85,49.14
SO16277,4/30/20,Wholesale,USD,16,95,33,9,465.65,332.60,4190.81,2993.44,1197.37
SO16278,3/24/20,In-Store,USD,8,246,1,6,283.92,202.80,1703.49,1216.78,486.71
SO16279,2/2/20,Wholesale,USD,16,106,19,1,328.32,234.51,328.32,234.51,93.81
SO16280,5/11/20,Wholesale,USD,23,116,35,7,413.65,295.47,2895.57,2068.27,827.31
SO16281,4/9/20,Wholesale,USD,26,101,43,3,347.45,248.18,1042.36,744.54,297.82
SO16282,5/29/20,Distributor,USD,24,77,34,3,446.34,318.81,1339.01,956.44,382.57
SO16283,1/14/20,Wholesale,USD,17,61,18,10,542.77,387.70,5427.74,3876.96,1550.78
SO16284,5/22/20,Online,USD,16,165,27,10,295.39,210.99,2953.87,2109.91,843.96
SO16285,3/28/20,Wholesale,USD,24,305,12,1,254.21,181.58,254.21,181.58,72.63
SO16286,1/9/20,In-Store,USD,7,347,19,9,191.42,136.73,1722.74,1230.53,492.21
SO16287,3/30/20,Online,USD,11,1,28,3,531.70,379.78,1595.09,1139.35,455.74
SO16288,3/14/20,Online,USD,23,20,29,1,276.39,197.42,276.39,197.42,78.97
SO16289,1/5/20,Wholesale,USD,15,337,22,7,593.15,423.68,4152.02,2965.73,1186.29
SO16290,4/10/20,Online,USD,1,79,3,4,458.07,327.19,1832.27,1308.77,523.51
SO16291,1/21/20,In-Store,USD,5,314,42,9,515.65,368.32,4640.88,3314.92,1325.97
SO16292,1/10/20,Distributor,USD,21,285,1,6,603.03,430.74,3618.17,2584.41,1033.76
SO16293,5/16/20,In-Store,USD,7,65,27,4,405.94,289.96,1623.77,1159.84,463.94
SO16294,3/12/20,Distributor,USD,18,148,46,7,269.77,192.69,1888.36,1348.83,539.53
SO16295,4/21/20,Distributor,USD,10,228,30,6,449.54,321.10,2697.24,1926.60,770.64
SO16296,3/11/20,Wholesale,USD,23,264,27,10,314.68,224.77,3146.82,2247.73,899.09
SO16297,3/2/20,In-Store,USD,5,315,40,6,351.30,250.93,2107.81,1505.58,602.23
SO16298,1/17/20,In-Store,USD,22,34,33,5,311.99,222.85,1559.95,1114.25,445.70
SO16299,3/26/20,Wholesale,USD,8,232,10,7,312.22,223.02,2185.57,1561.12,624.45
SO16300,5/21/20,In-Store,USD,3,265,42,6,382.80,273.43,2296.80,1640.57,656.23
SO16301,2/21/20,Wholesale,USD,21,2,44,5,301.68,215.48,1508.38,1077.41,430.96
SO16302,3/23/20,In-Store,USD,15,161,23,10,622.93,444.95,6229.34,4449.53,1779.81
SO16303,5/4/20,Online,USD,22,169,43,3,521.44,372.46,1564.33,1117.38,446.95
SO16304,4/20/20,Distributor,USD,17,318,46,5,462.24,330.17,2311.21,1650.86,660.35
SO16305,3/14/20,Distributor,USD,3,342,21,10,572.30,408.79,5723.01,4087.87,1635.15
SO16306,4/17/20,In-Store,USD,1,306,44,1,413.45,295.32,413.45,295.32,118.13
SO16307,4/26/20,In-Store,USD,14,5,44,9,469.94,335.67,4229.43,3021.02,1208.41
SO16308,5/13/20,In-Store,USD,15,92,45,8,276.85,197.75,2214.81,1582.01,632.80
SO16309,2/24/20,Distributor,USD,13,332,23,2,269.46,192.47,538.92,384.94,153.98
SO16310,2/29/20,Distributor,USD,10,285,43,1,517.28,369.48,517.28,369.48,147.79
SO16311,1/11/20,Wholesale,USD,26,312,38,10,192.84,137.74,1928.38,1377.42,550.97
SO16312,1/27/20,Online,USD,23,1,7,9,629.29,449.49,5663.58,4045.42,1618.17
SO16313,1/19/20,In-Store,USD,18,41,38,2,272.98,194.99,545.97,389.98,155.99
SO16314,3/1/20,Wholesale,USD,23,7,31,6,455.45,325.32,2732.70,1951.93,780.77
SO16315,2/28/20,Wholesale,USD,13,283,41,5,156.32,111.66,781.59,558.28,223.31
SO16316,3/9/20,In-Store,USD,17,198,12,8,528.10,377.21,4224.79,3017.71,1207.08
SO16317,5/4/20,Wholesale,USD,22,315,37,6,332.04,237.17,1992.25,1423.04,569.22
SO16318,5/20/20,Distributor,USD,9,354,8,2,636.04,454.32,1272.09,908.64,363.45
SO16319,1/29/20,In-Store,USD,18,233,11,6,169.48,121.05,1016.85,726.32,290.53
SO16320,1/19/20,Wholesale,USD,18,33,42,6,452.06,322.90,2712.33,1937.38,774.95
SO16321,5/3/20,Wholesale,USD,2,6,4,7,294.14,210.10,2058.96,1470.69,588.28
SO16322,2/1/20,In-Store,USD,18,110,40,1,170.11,121.51,170.11,121.51,48.60
SO16323,5/7/20,In-Store,USD,19,164,31,10,425.47,303.91,4254.74,3039.10,1215.64
SO16324,5/18/20,In-Store,USD,8,169,19,2,228.72,163.37,457.45,326.75,130.70
SO16325,3/13/20,Wholesale,USD,4,272,12,6,457.38,326.70,2744.29,1960.21,784.08
SO16326,3/2/20,Wholesale,USD,26,325,19,9,323.88,231.34,2914.88,2082.06,832.82
SO16327,5/20/20,Online,USD,18,249,5,1,162.94,116.38,162.94,116.38,46.55
SO16328,5/13/20,Online,USD,6,16,42,3,545.30,389.50,1635.90,1168.50,467.40
SO16329,1/27/20,Online,USD,11,148,30,5,545.01,389.29,2725.03,1946.45,778.58
SO16330,4/23/20,In-Store,USD,11,332,1,6,581.21,415.15,3487.23,2490.88,996.35
SO16331,5/4/20,Wholesale,USD,25,312,7,5,460.59,328.99,2302.95,1644.96,657.98
SO16332,4/16/20,Online,USD,24,34,17,7,576.68,411.91,4036.74,2883.39,1153.35
SO16333,3/10/20,In-Store,USD,1,299,33,6,308.13,220.09,1848.79,1320.57,528.23
SO16334,5/19/20,Online,USD,20,90,32,4,342.30,244.50,1369.20,978.00,391.20
SO16335,3/20/20,Wholesale,USD,8,131,41,10,644.14,460.10,6441.38,4600.99,1840.39
SO16336,1/26/20,In-Store,USD,1,85,16,9,247.79,176.99,2230.08,1592.92,637.17
SO16337,3/15/20,In-Store,USD,13,244,19,1,253.78,181.27,253.78,181.27,72.51
SO16338,4/16/20,Online,USD,1,53,39,9,246.65,176.18,2219.84,1585.60,634.24
SO16339,4/25/20,In-Store,USD,19,203,46,7,329.43,235.30,2305.98,1647.13,658.85
SO16340,5/28/20,In-Store,USD,9,81,31,7,617.17,440.84,4320.19,3085.85,1234.34
SO16341,5/1/20,In-Store,USD,5,86,41,10,494.15,352.97,4941.54,3529.67,1411.87
SO16342,5/11/20,Online,USD,10,29,15,4,615.24,439.45,2460.95,1757.82,703.13
SO16343,2/9/20,In-Store,USD,23,24,47,9,588.81,420.58,5299.32,3785.23,1514.09
SO16344,4/16/20,Wholesale,USD,16,357,19,4,377.80,269.86,1511.21,1079.43,431.77
SO16345,1/27/20,Online,USD,10,125,22,2,222.12,158.66,444.24,317.32,126.93
SO16346,2/19/20,Distributor,USD,4,333,21,6,518.99,370.71,3113.96,2224.26,889.70
SO16347,2/28/20,Distributor,USD,19,144,2,4,232.82,166.30,931.29,665.21,266.08
SO16348,1/17/20,Distributor,USD,22,303,7,8,499.18,356.56,3993.44,2852.46,1140.98
SO16349,5/19/20,Wholesale,USD,14,201,41,5,318.01,227.15,1590.06,1135.76,454.30
SO16350,3/16/20,Online,USD,10,93,23,4,479.50,342.50,1917.99,1370.00,548.00
SO16351,5/19/20,Distributor,USD,7,261,22,7,233.03,166.45,1631.21,1165.15,466.06
SO16352,4/4/20,Distributor,USD,24,16,29,2,477.64,341.17,955.29,682.35,272.94
SO16353,2/11/20,In-Store,USD,17,224,29,1,570.62,407.59,570.62,407.59,163.03
SO16354,5/26/20,In-Store,USD,10,57,8,2,284.93,203.52,569.87,407.05,162.82
SO16355,1/26/20,In-Store,USD,15,357,1,4,254.20,181.57,1016.80,726.29,290.52
SO16356,1/23/20,Online,USD,6,219,14,4,222.95,159.25,891.82,637.01,254.80
SO16357,1/20/20,Wholesale,USD,26,69,33,4,530.47,378.91,2121.88,1515.63,606.25
SO16358,2/25/20,Wholesale,USD,16,351,33,2,438.29,313.06,876.57,626.12,250.45
SO16359,2/13/20,In-Store,USD,8,80,10,5,321.68,229.77,1608.42,1148.87,459.55
SO16360,1/5/20,In-Store,USD,22,62,26,5,567.13,405.09,2835.63,2025.45,810.18
SO16361,5/28/20,In-Store,USD,1,290,32,1,488.33,348.81,488.33,348.81,139.52
SO16362,3/22/20,Online,USD,25,160,40,10,223.80,159.86,2238.04,1598.60,639.44
SO16363,5/9/20,Wholesale,USD,2,60,39,7,610.05,435.75,4270.38,3050.27,1220.11
SO16364,2/25/20,Distributor,USD,17,157,39,9,391.50,279.64,3523.52,2516.80,1006.72
SO16365,1/20/20,In-Store,USD,20,361,35,9,575.00,410.71,5174.97,3696.41,1478.56
SO16366,5/14/20,In-Store,USD,22,77,15,4,407.69,291.21,1630.77,1164.84,465.93
SO16367,4/14/20,Wholesale,USD,10,10,37,8,355.00,253.57,2839.99,2028.57,811.43
SO16368,3/14/20,In-Store,USD,22,195,9,3,392.08,280.06,1176.24,840.17,336.07
SO16369,1/21/20,Wholesale,USD,25,309,10,5,487.27,348.05,2436.36,1740.26,696.10
SO16370,1/7/20,In-Store,USD,5,135,20,1,553.08,395.06,553.08,395.06,158.02
SO16371,5/25/20,Distributor,USD,20,221,9,2,397.46,283.90,794.92,567.80,227.12
SO16372,4/21/20,Distributor,USD,21,334,6,5,457.10,326.50,2285.49,1632.50,653.00
SO16373,3/18/20,In-Store,USD,2,240,12,8,341.27,243.76,2730.13,1950.09,780.04
SO16374,4/25/20,In-Store,USD,2,133,45,2,468.20,334.43,936.40,668.86,267.54
SO16375,3/10/20,In-Store,USD,24,218,32,4,342.03,244.30,1368.10,977.22,390.89
SO16376,3/15/20,Wholesale,USD,3,96,23,3,175.85,125.61,527.56,376.83,150.73
SO16377,4/17/20,Distributor,USD,25,318,40,4,648.90,463.50,2595.59,1853.99,741.60
SO16378,1/8/20,Distributor,USD,26,56,18,5,276.87,197.77,1384.37,988.83,395.53
SO16379,2/7/20,Wholesale,USD,13,69,2,7,349.57,249.69,2446.99,1747.85,699.14
SO16380,3/5/20,Wholesale,USD,19,308,38,7,474.79,339.13,3323.51,2373.93,949.57
SO16381,2/10/20,In-Store,USD,10,111,45,2,415.65,296.90,831.31,593.79,237.52
SO16382,3/24/20,Online,USD,5,217,6,1,614.18,438.70,614.18,438.70,175.48
SO16383,3/6/20,Distributor,USD,20,326,45,1,550.14,392.96,550.14,392.96,157.18
SO16384,1/2/20,Wholesale,USD,14,348,39,7,368.81,263.43,2581.65,1844.04,737.61
SO16385,2/18/20,Distributor,USD,6,221,44,6,373.62,266.87,2241.73,1601.23,640.49
SO16386,2/2/20,In-Store,USD,8,25,16,9,442.45,316.03,3982.01,2844.29,1137.72
SO16387,2/10/20,In-Store,USD,23,215,6,1,581.11,415.08,581.11,415.08,166.03
SO16388,2/16/20,Online,USD,3,265,9,6,350.87,250.62,2105.24,1503.74,601.50
SO16389,2/9/20,In-Store,USD,6,341,17,4,327.74,234.10,1310.95,936.39,374.56
SO16390,1/22/20,Distributor,USD,9,146,31,4,503.40,359.57,2013.62,1438.30,575.32
SO16391,3/13/20,Online,USD,24,329,29,3,252.56,180.40,757.68,541.20,216.48
SO16392,5/25/20,In-Store,USD,21,48,27,7,395.82,282.73,2770.73,1979.09,791.64
SO16393,4/19/20,Distributor,USD,1,341,41,3,635.31,453.80,1905.94,1361.39,544.55
SO16394,4/26/20,Online,USD,18,355,21,9,382.69,273.35,3444.22,2460.16,984.06
SO16395,5/5/20,Online,USD,20,268,20,5,337.90,241.36,1689.51,1206.79,482.72
SO16396,3/11/20,In-Store,USD,22,94,38,5,594.43,424.59,2972.15,2122.96,849.19
SO16397,4/24/20,Online,USD,9,340,21,8,303.80,217.00,2430.40,1736.00,694.40
SO16398,2/4/20,Wholesale,USD,15,43,8,10,208.52,148.94,2085.20,1489.43,595.77
SO16399,5/27/20,Distributor,USD,20,45,13,4,483.81,345.58,1935.23,1382.31,552.92
SO16400,4/16/20,Online,USD,1,293,25,8,409.78,292.70,3278.23,2341.60,936.64
SO16401,2/17/20,Wholesale,USD,10,137,36,10,223.80,159.85,2237.96,1598.54,639.42
SO16402,1/3/20,Wholesale,USD,19,289,46,1,471.65,336.89,471.65,336.89,134.76
SO16403,3/17/20,Wholesale,USD,21,117,34,7,251.32,179.52,1759.25,1256.61,502.64
SO16404,4/13/20,Online,USD,13,312,40,5,563.80,402.71,2818.98,2013.56,805.42
SO16405,5/18/20,Wholesale,USD,13,209,2,9,515.32,368.09,4637.92,3312.80,1325.12
SO16406,5/9/20,Wholesale,USD,7,150,31,3,467.57,333.98,1402.72,1001.95,400.78
SO16407,2/16/20,Distributor,USD,20,32,23,1,282.26,201.61,282.26,201.61,80.64
SO16408,3/26/20,Distributor,USD,12,330,21,6,540.10,385.79,3240.60,2314.71,925.89
SO16409,4/5/20,In-Store,USD,9,218,40,5,504.34,360.24,2521.70,1801.22,720.49
SO16410,5/8/20,Wholesale,USD,18,14,34,6,371.00,265.00,2225.97,1589.98,635.99
SO16411,1/19/20,Online,USD,24,115,1,7,584.84,417.74,4093.87,2924.19,1169.68
SO16412,5/22/20,Online,USD,23,42,36,8,220.08,157.20,1760.61,1257.58,503.03
SO16413,2/11/20,In-Store,USD,21,195,19,3,327.50,233.93,982.50,701.79,280.71
SO16414,5/13/20,Distributor,USD,14,279,42,2,429.50,306.79,859.01,613.58,245.43
SO16415,2/29/20,In-Store,USD,24,301,17,7,447.59,319.71,3133.16,2237.97,895.19
SO16416,2/17/20,Online,USD,16,306,26,3,642.20,458.72,1926.61,1376.15,550.46
SO16417,5/9/20,In-Store,USD,18,329,45,3,157.18,112.27,471.53,336.80,134.72
SO16418,2/5/20,Wholesale,USD,21,115,29,5,282.55,201.82,1412.75,1009.11,403.64
SO16419,2/15/20,Distributor,USD,19,163,6,5,482.49,344.64,2412.47,1723.20,689.28
SO16420,5/19/20,Distributor,USD,13,132,31,4,377.64,269.74,1510.55,1078.97,431.59
SO16421,2/12/20,Distributor,USD,6,136,29,9,553.72,395.51,4983.46,3559.62,1423.85
SO16422,3/16/20,Online,USD,24,364,2,4,409.64,292.60,1638.55,1170.39,468.16
SO16423,1/23/20,In-Store,USD,4,136,46,2,284.34,203.10,568.68,406.20,162.48
SO16424,4/14/20,Online,USD,1,350,47,7,548.03,391.45,3836.22,2740.16,1096.06
SO16425,2/15/20,Online,USD,7,266,6,9,437.98,312.84,3941.82,2815.58,1126.23
SO16426,4/17/20,Online,USD,24,286,6,7,196.77,140.55,1377.42,983.87,393.55
SO16427,5/16/20,In-Store,USD,6,259,4,10,223.41,159.58,2234.13,1595.81,638.32
SO16428,3/20/20,Distributor,USD,1,39,40,3,449.62,321.16,1348.85,963.47,385.39
SO16429,4/23/20,Wholesale,USD,5,16,11,7,199.07,142.19,1393.51,995.36,398.15
SO16430,4/21/20,Online,USD,20,273,2,9,637.19,455.13,5734.69,4096.20,1638.48
SO16431,1/4/20,In-Store,USD,1,112,47,3,357.35,255.25,1072.04,765.75,306.30
SO16432,5/9/20,Wholesale,USD,19,23,19,3,316.54,226.10,949.62,678.30,271.32
SO16433,5/22/20,Distributor,USD,16,60,47,6,418.39,298.85,2510.33,1793.09,717.24
SO16434,5/17/20,Distributor,USD,26,250,37,1,644.27,460.19,644.27,460.19,184.08
SO16435,3/25/20,Wholesale,USD,1,314,35,3,470.29,335.92,1410.88,1007.77,403.11
SO16436,2/22/20,Wholesale,USD,24,210,19,4,201.42,143.87,805.67,575.48,230.19
SO16437,3/2/20,Wholesale,USD,25,142,30,6,217.86,155.61,1307.16,933.69,373.48
SO16438,5/20/20,Online,USD,18,365,8,5,503.77,359.83,2518.83,1799.16,719.66
SO16439,3/11/20,Online,USD,2,75,3,8,237.29,169.49,1898.30,1355.93,542.37
SO16440,5/24/20,Online,USD,17,337,15,4,484.20,345.85,1936.78,1383.42,553.37
SO16441,5/9/20,Online,USD,11,159,17,6,242.49,173.20,1454.91,1039.22,415.69
SO16442,1/2/20,Distributor,USD,14,310,37,1,441.27,315.19,441.27,315.19,126.08
SO16443,1/27/20,Online,USD,5,339,7,5,515.91,368.51,2579.56,1842.54,737.02
SO16444,1/27/20,Online,USD,20,65,25,9,502.20,358.72,4519.82,3228.45,1291.38
SO16445,2/23/20,In-Store,USD,5,234,30,1,257.08,183.63,257.08,183.63,73.45
SO16446,2/8/20,Online,USD,6,199,26,5,316.87,226.34,1584.35,1131.68,452.67
SO16447,3/9/20,Distributor,USD,7,60,15,9,254.17,181.55,2287.50,1633.93,653.57
SO16448,3/27/20,Online,USD,5,269,38,10,311.49,222.49,3114.90,2224.93,889.97
SO16449,4/30/20,Distributor,USD,25,149,29,10,375.31,268.08,3753.13,2680.80,1072.32
SO16450,2/16/20,Wholesale,USD,3,64,14,3,447.16,319.40,1341.47,958.19,383.28
SO16451,3/5/20,Online,USD,9,257,9,5,537.63,384.02,2688.13,1920.09,768.04
SO16452,3/20/20,In-Store,USD,22,18,8,3,569.41,406.72,1708.22,1220.15,488.06
SO16453,3/30/20,Online,USD,12,337,42,3,409.94,292.82,1229.83,878.45,351.38
SO16454,2/4/20,Online,USD,4,190,30,8,548.39,391.71,4387.10,3133.64,1253.46
SO16455,5/25/20,Wholesale,USD,18,108,45,8,244.82,174.87,1958.53,1398.95,559.58
SO16456,2/7/20,Wholesale,USD,18,247,39,7,538.42,384.59,3768.96,2692.12,1076.85
SO16457,4/6/20,Distributor,USD,17,31,17,9,350.36,250.26,3153.25,2252.32,900.93
SO16458,4/9/20,Distributor,USD,24,56,6,7,307.96,219.97,2155.71,1539.79,615.92
